0	0	0.701544	2.01686
6	-2	5.38318	217.713
6	2	5.38559	218.24
10	0	7.17169	1302.05
12	-4	9.36249	11643.3
12	0	10.0135	22324.9
12	4	9.35719	11581.9
14	2	8.08872	3257.51
16	-2	11.8039	133775
16	0	7.17736	1309.44
16	2	11.8009	133374
18	-4	8.38204	4367.92
18	-2	13.9323	1.12385e+06
18	0	10.2193	27428.1
18	2	13.9275	1.11852e+06
18	4	8.37689	4345.47
18	6	12.926	410857
20	-4	12.7164	333164
20	-2	9.25342	10440.2
20	0	13.8379	1.02266e+06
20	2	9.25482	10454.9
20	4	12.7123	331797
22	-6	8.09413	3275.2
22	-4	16.6096	1.63482e+07
22	-2	12.3516	231328
22	0	16.3682	1.28422e+07
22	2	12.3542	231930
22	4	15.7213	6.72441e+06
22	6	8.08375	3241.37
24	-8	16.1977	1.08281e+07
24	-6	13.002	443319
24	-4	17.4404	3.75211e+07
24	-2	15.4183	4.96684e+06
24	0	17.8005	5.3787e+07
24	2	15.4164	4.95759e+06
24	4	17.4405	3.75241e+07
24	6	13.003	443729
24	8	16.195	1.07989e+07
26	-8	7.17881	1311.35
26	-6	16.642	1.68864e+07
26	-4	14.039	1.2504e+06
26	-2	18.2402	8.34832e+07
26	0	15.0833	3.55298e+06
26	2	18.2395	8.34296e+07
26	4	14.0357	1.24637e+06
26	6	16.6422	1.68897e+07
26	8	7.16241	1290.01
28	-8	12.7144	332505
28	-6	19.2268	2.23913e+08
28	-4	16.8719	2.12512e+07
28	-2	20.2335	6.12797e+08
28	0	17.7437	5.08163e+07
28	2	20.2376	6.15299e+08
28	4	16.8743	2.13015e+07
28	6	19.2305	2.24758e+08
28	8	12.7125	331881
30	-10	19.2299	2.24615e+08
30	-8	16.928	2.24761e+07
30	-6	20.6513	9.30609e+08
30	-4	19.6715	3.49335e+08
30	-2	21.2585	1.70784e+09
30	0	20.3712	7.032e+08
30	2	21.2632	1.71588e+09
30	4	19.6708	3.49063e+08
30	6	20.6508	9.30065e+08
30	8	16.9274	2.2464e+07
30	10	19.2333	2.25382e+08
32	-10	11.8036	133738
32	-8	20.1469	5.61932e+08
32	-6	18.194	7.97191e+07
32	-4	22.042	3.73863e+09
32	-2	19.8096	4.01045e+08
32	0	22.5496	6.21077e+09
32	2	19.8119	4.01978e+08
32	4	22.0411	3.7354e+09
32	6	18.1965	7.99185e+07
32	8	20.1453	5.61031e+08
32	10	11.796	132719
34	-10	16.6403	1.68572e+07
34	-8	22.4388	5.5598e+09
34	-6	20.8824	1.17254e+09
34	-4	23.6861	1.93527e+10
34	0	24.0493	2.78277e+10
34	2	22.2574	4.63727e+09
34	4	23.6875	1.93803e+10
34	6	20.8791	1.16862e+09
34	8	22.4397	5.56474e+09
34	10	16.6371	1.68033e+07
36	-10	20.4335	7.48432e+08
36	-8	23.6321	1.83362e+10
36	-6	23.406	1.46252e+10
36	-4	24.4496	4.15281e+10
36	-2	24.4989	4.36271e+10
36	0	24.7183	5.43283e+10
36	2	24.4997	4.36584e+10
36	4	24.4509	4.15808e+10
36	6	23.407	1.4639e+10
36	8	23.6335	1.83609e+10
36	10	20.4324	7.47579e+08
36	12	22.0769	3.87152e+09
38	-12	15.7251	6.75042e+06
38	-10	23.3586	1.39476e+10
38	-8	21.9568	3.43327e+09
38	-6	25.4581	1.13848e+11
38	-4	23.9683	2.56617e+10
38	-2	26.2804	2.59082e+11
38	0	24.5581	4.62874e+10
38	2	26.279	2.58704e+11
38	4	23.9723	2.57666e+10
38	6	25.4589	1.13933e+11
38	8	21.9534	3.42183e+09
38	10	23.3557	1.39073e+10
38	12	15.7153	6.68435e+06
40	-12	21.0235	1.35021e+09
40	-10	25.4157	1.09114e+11
40	-8	24.4925	4.3346e+10
40	-6	26.8502	4.58048e+11
40	-4	26.1958	2.38058e+11
40	-2	27.4652	8.4719e+11
40	0	26.6914	3.90758e+11
40	2	27.4659	8.47772e+11
40	4	26.1983	2.38652e+11
40	6	26.8514	4.58561e+11
40	8	24.4936	4.33927e+10
40	10	25.4192	1.09505e+11
40	12	20.1461	5.61461e+08
42	-14	24.7542	5.63139e+10
42	-12	23.6427	1.85312e+10
42	-10	26.4355	3.02535e+11
42	-8	26.7852	4.29211e+11
42	-6	27.4589	8.41846e+11
42	-4	28.1424	1.66759e+12
42	-2	28.0076	1.45723e+12
42	0	28.5472	2.49977e+12
42	2	28.0052	1.45378e+12
42	4	28.1438	1.67e+12
42	6	27.461	8.43674e+11
42	8	26.7848	4.29013e+11
42	10	26.4326	3.01657e+11
42	12	23.6445	1.85647e+10
42	14	24.7552	5.6371e+10
44	-14	19.2328	2.25259e+08
44	-12	26.3325	2.72944e+11
44	-10	25.4101	1.0851e+11
44	-8	28.5934	2.61801e+12
44	-6	27.7138	1.08628e+12
44	-4	29.6446	7.49028e+12
44	-2	28.6901	2.88358e+12
44	0	29.9669	1.03388e+13
44	2	28.692	2.88926e+12
44	4	29.6459	7.49984e+12
44	6	27.7126	1.08498e+12
44	8	28.5951	2.62235e+12
44	10	25.4112	1.08632e+11
44	12	26.3327	2.72979e+11
44	14	19.2283	2.24267e+08
46	-14	23.3531	1.3872e+10
46	-12	28.2013	1.76867e+12
46	-10	27.7996	1.18367e+12
46	-8	29.7949	8.70457e+12
46	-6	29.735	8.19893e+12
46	-4	30.6266	1.99979e+13
46	-2	30.5649	1.88004e+13
46	0	30.9	2.62858e+13
46	2	30.5648	1.87991e+13
46	4	30.6305	2.00743e+13
46	6	29.7374	8.21847e+12
46	8	29.7945	8.70135e+12
46	10	27.8004	1.18453e+12
46	12	28.2064	1.77781e+12
46	14	23.3541	1.3885e+10
48	-16	27.2886	7.10047e+11
48	-14	26.6185	3.63315e+11
48	-12	29.0811	4.26329e+12
48	-10	29.8895	9.56883e+12
48	-8	30.3534	1.5216e+13
48	-6	31.4478	4.54565e+13
48	-4	31.234	3.67056e+13
48	-2	32.1278	8.97266e+13
48	0	31.5453	5.01132e+13
48	2	32.1339	9.028e+13
48	4	31.2398	3.69204e+13
48	6	31.4516	4.563e+13
48	8	30.3544	1.52318e+13
48	10	29.8922	9.59404e+12
48	12	29.0782	4.25089e+12
48	14	26.6175	3.62945e+11
48	16	27.2925	7.12844e+11
50	-16	22.4428	5.5818e+09
50	-14	29.1135	4.4037e+12
50	-10	31.5101	4.838e+13
50	-8	31.1304	3.30935e+13
50	-6	32.7447	1.66288e+14
50	-4	32.3905	1.16684e+14
50	-2	33.3118	2.93189e+14
50	0	32.7782	1.71954e+14
50	2	33.3119	2.93198e+14
50	4	32.3904	1.16669e+14
50	6	32.7475	1.66744e+14
50	8	31.1353	3.32559e+13
50	10	31.5085	4.83001e+13
50	12	28.6138	2.67175e+12
50	14	29.1182	4.42459e+12
50	16	22.4393	5.56257e+09
52	-16	26.328	2.71696e+11
52	-14	30.8297	2.45006e+13
52	-12	30.861	2.52784e+13
52	-10	32.5651	1.38948e+14
52	-8	32.9758	2.09512e+14
52	-6	33.6208	3.99338e+14
52	-4	34.0444	6.09955e+14
52	-2	34.1543	6.80784e+14
52	0	34.3742	8.4826e+14
52	2	34.1563	6.82174e+14
52	4	34.0434	6.0937e+14
52	6	33.6268	4.01711e+14
52	8	32.9791	2.10198e+14
52	10	32.5685	1.39423e+14
52	12	30.8631	2.53319e+13
52	14	30.8345	2.46181e+13
52	16	26.3319	2.72758e+11
54	-18	29.6983	7.90327e+12
54	-16	29.4031	5.88282e+12
54	-14	31.5976	5.28053e+13
54	-12	32.7821	1.7262e+14
54	-10	33.1787	2.56639e+14
54	-8	34.5018	9.63683e+14
54	-6	34.417	8.85309e+14
54	-4	35.3982	2.36187e+15
54	-2	35.0574	1.67979e+15
54	0	35.6848	3.14554e+15
54	2	35.0563	1.67789e+15
