0.01 0.01 0.01 1
0.01 0.01 0.02 1
0.01 0.01 0.03 1
0.01 0.01 0.04 1
0.01 0.01 0.05 1
0.01 0.01 0.06 1
0.01 0.01 0.07 1
0.01 0.01 0.08 1
0.01 0.01 0.09 1
0.01 0.01 0.1 1
0.01 0.01 0.10999999999999999 1
0.01 0.01 0.12 1
0.01 0.01 0.13 1
0.01 0.01 0.14 1
0.01 0.01 0.15 1
0.01 0.01 0.16 1
0.01 0.01 0.17 1
0.01 0.01 0.18 1
0.01 0.01 0.18999999999999997 1
0.01 0.01 0.2 1
0.01 0.01 0.21 1
0.01 0.01 0.21999999999999997 1
0.01 0.01 0.23 1
0.01 0.01 0.24 1
0.01 0.01 0.25 1
0.01 0.01 0.26 1
0.01 0.01 0.27 1
0.01 0.01 0.28 0.998
0.01 0.01 0.29 0.998
0.01 0.01 0.3 0.997
0.01 0.01 0.31 0.997
0.01 0.01 0.32 0.996
0.01 0.01 0.33 0.995
0.01 0.01 0.34 0.994
0.01 0.01 0.35 0.993
0.01 0.01 0.36 0.992
0.01 0.01 0.37 0.991
0.01 0.01 0.37999999999999995 0.989
0.01 0.01 0.39 0.987
0.01 0.01 0.4 0.986
0.01 0.01 0.41000000000000003 0.984
0.01 0.01 0.42 0.981
0.01 0.01 0.43 0.979
0.01 0.01 0.43999999999999995 0.977
0.01 0.01 0.44999999999999996 0.974
0.01 0.01 0.46 0.971
0.01 0.01 0.47000000000000003 0.968
0.01 0.01 0.48 0.965
0.01 0.01 0.49 0.961
0.01 0.01 0.5 0.957
0.01 0.01 0.51 0.954
0.01 0.01 0.52 0.949
0.01 0.01 0.53 0.945
0.01 0.01 0.54 0.94
0.01 0.01 0.55 0.935
0.01 0.01 0.56 0.93
0.01 0.01 0.57 0.925
0.01 0.01 0.58 0.919
0.01 0.01 0.59 0.913
0.01 0.01 0.6 0.907
0.01 0.01 0.61 0.901
0.01 0.01 0.62 0.894
0.01 0.01 0.63 0.887
0.01 0.01 0.64 0.88
0.01 0.01 0.65 0.872
0.01 0.01 0.66 0.864
0.01 0.01 0.67 0.856
0.01 0.01 0.68 0.847
0.01 0.01 0.69 0.838
0.01 0.01 0.7 0.829
0.01 0.01 0.71 0.819
0.01 0.01 0.72 0.809
