0	0.513483	1.6711
6	6.77024	871.524
10	7.86125	2594.77
12	12.277	214694
14	9.46082	12846.4
16	14.0768	1.29861e+06
18	17.3906	3.56964e+07
20	15.9368	8.34195e+06
22	19.5653	3.14124e+08
24	22.1903	4.33655e+09
26	21.6442	2.51173e+09
28	24.6528	5.08851e+10
30	26.8094	4.39715e+11
32	27.0158	5.40538e+11
34	29.4739	6.31444e+12
36	31.2599	3.76699e+13
38	31.8362	6.70327e+13
40	34.0545	6.16174e+14
42	35.5952	2.87602e+15
44	36.5267	7.30026e+15
46	38.468	5.08657e+16
48	39.8623	2.05101e+17
50	41.0192	6.52229e+17
52	42.7419	3.65236e+18
54	44.0646	1.37097e+19
56	45.3574	4.99436e+19
58	46.9279	2.40177e+20
60	48.2181	8.72676e+20
62	49.5737	3.3851e+21
64	51.0214	1.43986e+22
66	52.3171	5.26054e+22
68	53.6693	2.03372e+23
70	55.0498	8.08738e+23
72	56.3376	2.93152e+24
74	57.669	1.10996e+25
76	59.0095	4.24137e+25
78	60.2955	1.53463e+26
80	61.6213	5.77825e+26
82	62.9176	2.11226e+27
84	64.1974	7.59602e+27
86	65.4971	2.78635e+28
88	66.7818	1.00688e+29
90	68.0497	3.57779e+29
92	69.3322	1.28996e+30
94	70.5892	4.53425e+30
96	71.8451	1.59202e+31
98	73.096	5.56133e+31
100	74.3485	1.94606e+32
102	75.5869	6.71401e+32
104	76.8237	2.31258e+33
106	78.057	7.93794e+33
108	79.2792	2.69478e+34
110	80.5038	9.17005e+34
112	81.7216	3.09927e+35
114	82.9313	1.03897e+36
116	84.1408	3.4823e+36
118	85.3449	1.16099e+37
120	86.5434	3.84875e+37
122	87.7398	1.27323e+38
124	88.9326	4.19686e+38
126	90.1128	1.36611e+39
128	91.3026	4.48988e+39
130	92.4779	1.45431e+40
132	93.6566	4.72649e+40
134	94.8295	1.52726e+41
136	95.9955	4.90112e+41
138	97.1601	1.57064e+42
140	98.3248	5.03394e+42
142	99.4755	1.59094e+43
144	100.636	5.07662e+43
146	101.784	1.60068e+44
148	102.93	5.03592e+44
150	104.079	1.58792e+45
152	105.21	4.92101e+45
154	106.35	1.53832e+46
156	107.482	4.7722e+46
158	108.609	1.47391e+47
160	109.743	4.58009e+47
162	110.862	1.40238e+48
164	111.989	4.32623e+48
166	113.106	1.32259e+49
168	114.217	4.017e+49
170	115.327	1.21879e+50
172	116.436	3.69569e+50
174	117.542	1.11688e+51
176	118.649	3.37878e+51
178	119.749	1.01504e+52
180	120.849	3.04687e+52
182	121.942	9.09119e+52
184	123.042	2.73164e+53
186	124.129	8.10189e+53
188	125.215	2.39975e+54
190	126.301	7.106e+54
192	127.386	2.10486e+55
194	128.467	6.19879e+55
196	129.545	1.82247e+56
198	130.617	5.32158e+56
200	131.691	1.55905e+57
202	132.767	4.56843e+57
204	133.826	1.31854e+58
206	134.894	3.83357e+58
208	135.958	1.11139e+59
210	137.015	3.19909e+59
212	138.079	9.26615e+59
214	139.129	2.6489e+60
216	140.185	7.61319e+60
218	141.236	2.17761e+61
220	142.286	6.22565e+61
222	143.335	1.77691e+62
224	144.378	5.03993e+62
226	145.42	1.42949e+63
228	146.46	4.04503e+63
230	147.496	1.1394e+64
232	148.536	3.22375e+64
234	149.569	9.06151e+64
236	150.599	2.53741e+65
238	151.636	7.15626e+65
240	152.663	1.99918e+66
242	153.697	5.61877e+66
244	154.718	1.56017e+67
246	155.743	4.34827e+67
248	156.762	1.20505e+68
250	157.787	3.35599e+68
252	158.805	9.29219e+68
254	159.819	2.56197e+69
256	160.835	7.07772e+69
258	161.847	1.94626e+70
260	162.861	5.36685e+70
262	163.87	1.4713e+71
264	164.881	4.04374e+71
266	165.889	1.10871e+72
268	166.893	3.0236e+72
270	167.899	8.27208e+72
272	168.899	2.24957e+73
274	169.899	6.10989e+73
276	170.902	1.66675e+74
278	171.9	4.52113e+74
280	172.895	1.22285e+75
282	173.89	3.30569e+75
284	174.885	8.94349e+75
286	175.874	2.40377e+76
288	176.86	6.44535e+76
290	177.847	1.73007e+77
292	178.832	4.63e+77
294	179.812	1.23452e+78
296	180.797	3.30637e+78
298	181.782	8.84811e+78
300	182.763	2.36074e+79
302	183.742	6.28022e+79
304	184.722	1.67362e+80
306	185.696	4.43273e+80
308	186.673	1.1775e+81
310	187.644	3.10976e+81
312	188.615	8.20834e+81
314	189.588	2.17178e+82
316	190.556	5.7196e+82
318	191.525	1.50808e+83
320	192.492	3.9629e+83
322	193.455	1.03846e+84
324	194.423	2.73357e+84
326	195.385	7.1588e+84
328	196.344	1.86692e+85
330	197.311	4.90753e+85
332	198.269	1.27927e+86
334	199.23	3.34581e+86
336	200.187	8.71334e+86
