0	0	-52.0382
6	2	-47.8043
10	0	-38.8707
12	0	-45.6835
16	-2	-43.7858
18	2	-42.1671
22	0	-41.3158
24	0	-39.182
28	-2	-41.0897
34	0	-40.0095
40	2	-39.6183
46	0	-38.1236
52	2	-37.12
56	0	-38.2546
62	-2	-36.4139
62	2	-36.9496
68	-4	-35.1872
68	4	-33.83
72	2	-31.2809
74	-6	-33.5809
78	0	-29.9072
80	-8	-32.976
80	2	-32.4536
86	-6	-32.8426
86	0	-31.9194
90	-2	-28.8038
92	-8	-30.2737
96	-4	-28.1186
96	0	-27.0341
98	-6	-28.6618
102	-6	-27.4801
104	-4	-28.8266
108	-6	-27.1339
110	-2	-28.4132
112	-8	-26.3024
116	-6	-25.6834
116	0	-25.3356
120	-8	-23.9879
120	2	-22.8565
122	0	-22.1602
124	-10	-22.3882
128	-8	-20.0721
128	-2	-19.6059
132	-10	-18.4785
134	-4	-16.7689
138	-12	-15.9992
138	-10	-15.5922
140	-22	-18.7647
140	-14	-15.5146
140	-10	-14.62
140	-6	-14.0575
144	-24	-17.4172
144	-12	-13.1134
144	-8	-12.4063
144	0	-11.7976
146	-16	-13.1645
148	-18	-13.2543
148	-16	-12.2142
150	-26	-15.1576
150	-14	-10.728
150	2	-9.01105
154	-28	-14.186
154	-18	-9.94214
154	0	-7.09496
156	-20	-9.66195
156	-16	-8.40115
156	0	-6.17082
158	-20	-8.6996
158	2	-5.27525
158	4	-5.38028
160	-30	-12.2515
160	2	-4.35533
162	-18	-6.13631
164	-28	-9.19734
164	6	-2.7738
166	-26	-7.25505
166	-16	-3.67864
166	4	-1.68764
166	10	-2.37717
168	6	-0.931408
168	8	-1.15443
170	-28	-6.24347
170	-18	-2.35745
170	8	-0.239937
174	-30	-5.29297
174	-20	-1.10919
174	4	1.97014
174	6	1.80892
176	-28	-3.33325
176	2	1.80588
176	4	2.88389
176	10	1.58773
178	-28	-0.294408
178	-22	0.094323
178	0	3.91016
178	2	3.88444
180	-30	-2.36827
180	-26	-0.523961
180	-18	2.29466
180	4	4.69153
182	-24	1.231
182	-16	3.74362
182	2	5.81495
182	8	5.2322
184	-30	-0.43909
184	-28	0.502719
184	-20	3.55459
184	-12	5.53512
184	2	6.59554
184	4	6.59235
184	6	6.35327
186	-14	6.04038
186	2	7.49304
186	6	7.25981
188	-28	2.40367
188	-26	3.25865
188	-12	7.34038
188	0	8.42593
188	4	8.31096
188	6	8.16097
190	-22	5.68381
190	-20	6.3267
190	0	9.33202
190	2	13.138
192	-24	5.90048
192	-22	6.6087
192	-20	7.24267
192	-18	7.81825
192	-10	9.48665
192	-2	10.2025
192	4	10.1142
192	6	9.9693
194	-24	6.83506
194	-22	7.53143
194	-20	8.16433
194	-8	10.6231
194	-2	11.1042
194	0	11.1315
194	6	10.8715
194	8	10.6644
196	-22	8.45027
196	-20	9.07939
196	-14	10.59
196	-12	10.9722
196	-6	11.7599
196	-4	11.915
196	-2	11.9974
196	2	11.9988
196	4	11.9146
196	6	11.7671
198	-22	9.37504
198	-20	9.99491
198	-18	10.56
198	-16	11.0613
198	-8	12.44
198	-6	12.6663
198	2	12.9015
198	4	12.8149
200	-20	10.914
200	-16	11.9716
200	-10	13.9966
200	-8	13.3654
200	-6	14.171
200	-4	14.171
200	6	14.171
202	-20	11.8319
202	-18	12.3849
202	-16	12.8785
202	-14	13.6287
202	-12	13.6887
202	-10	13.9994
202	-8	14.2612
202	-6	14.4608
202	-4	14.171
202	-2	14.171
202	0	14.7137
202	2	14.6896
202	4	14.6011
202	10	13.9966
202	12	13.9966
204	-18	13.294
204	-14	14.2152
204	-12	15.7884
204	-10	15.3829
204	-8	15.155
204	-6	15.3532
204	-4	15.2696
204	-2	15.7804
204	0	15.6075
204	2	15.5805
204	4	15.7804
204	6	15.3592
204	8	15.3829
204	10	14.6898
204	14	14.3219
204	22	14.89
206	-22	13.6166
206	-16	14.6892
206	-14	15.1181
206	-12	15.4883
206	-10	15.7966
206	-8	16.051
206	-6	16.7187
206	-4	16.9418
206	-2	16.4762
206	0	16.0255
206	2	16.4752
206	4	16.3921
206	6	16.2504
206	8	14.4753
206	10	15.7997
206	12	15.1684
206	14	15.2248
206	16	14.1262
206	20	14.8193
206	24	13.6166
208	-20	14.5713
208	-18	14.8193
208	-16	15.5125
208	-14	16.024
208	-12	17.1833
208	-10	16.6978
208	-8	16.9475
208	-6	17.1478
208	-4	16.9418
208	-2	17.1241
208	0	17.6349
208	2	17.3678
208	4	17.3473
208	6	17.1463
208	8	16.9504
208	10	16.4212
208	12	16.3867
208	14	16.3234
208	16	14.1262
208	18	14.1262
210	-30	12.9028
210	-24	14.7153
210	-22	13.6166
210	-20	15.488
210	-18	15.9179
210	-16	16.501
210	-14	16.9254
210	-12	17.2864
210	-10	17.5941
210	-8	18.0016
210	-6	18.036
210	-4	18.1797
210	-2	18.2624
210	0	18.2889
210	2	18.2615
210	4	18.1812
210	6	18.0405
210	8	17.8473
210	10	17.5994
210	12	17.3085
210	14	16.9268
210	16	15.7356
210	18	16.0254
210	20	14.8193
210	22	14.3098
210	24	13.6166
212	-32	13.5959
212	-28	13.5959
212	-22	15.7966
212	-20	16.0721
212	-18	16.8342
212	-16	17.5919
212	-14	17.825
212	-12	18.1861
212	-10	18.4901
212	-8	18.7387
212	-6	18.8733
