0 0 0.693551
-2 6 5.33193
2 6 5.34377
0 10 7.14448
-4 12 9.32834
0 12 9.99439
4 12 9.32352
-2 14 8.04572
-2 16 11.7909
2 16 11.7372
-6 18 12.9639
-2 18 13.9273
2 18 13.9526
6 18 12.8965
-4 20 12.721
0 20 13.8164
-6 22 8.05104
-4 22 15.7362
-2 22 12.3583
4 22 15.7122
-8 24 16.2132
-6 24 13.0208
-4 24 17.4321
-2 24 15.421
0 24 17.816
2 24 15.4294
4 24 17.423
6 24 13.0188
8 24 16.1528
-8 26 7.11687
-6 26 16.6303
-4 26 14.0356
-2 26 18.2178
2 26 18.2599
6 26 16.621
-8 28 12.724
-6 28 19.2093
-4 28 16.8515
-2 28 20.2384
0 28 17.766
2 28 20.2432
6 28 19.2251
8 28 12.7269
-10 30 19.2559
-8 30 16.9172
-6 30 20.6139
-4 30 19.6358
-2 30 21.2837
0 30 20.389
2 30 21.2516
4 30 19.6888
8 30 16.9134
10 30 19.1662
-10 32 11.7325
-8 32 20.1347
-6 32 18.221
-4 32 22.0669
0 32 22.5434
4 32 22.0529
8 32 20.1316
-10 34 16.6367
-8 34 22.4203
-6 34 20.8587
-2 34 22.2654
0 34 24.0354
4 34 23.6998
8 34 22.4371
10 34 16.6372
-12 36 33.3897
-10 36 20.4367
-8 36 23.6453
-6 36 23.4135
-4 36 24.4563
-2 36 24.5158
0 36 24.7251
4 36 24.4579
6 36 23.4211
10 36 20.4233
-12 38 15.7307
-10 38 23.377
-8 38 21.9588
-4 38 23.9573
-2 38 26.2839
0 38 24.6223
2 38 26.3073
10 38 23.3028
-12 40 20.1501
-8 40 24.4967
-6 40 26.8458
-4 40 26.2033
-2 40 27.4925
2 40 27.462
6 40 26.8101
8 40 24.4779
10 40 25.434
12 40 20.1113
-12 42 23.6135
-10 42 26.4553
-8 42 26.8118
-6 42 27.452
-2 42 27.9906
2 42 27.9705
12 42 23.6031
14 42 24.7516
-14 44 19.2638
-12 44 26.3358
-10 44 25.3816
-8 44 28.5789
-6 44 27.7385
-4 44 29.6335
-2 44 28.7129
0 44 29.9656
4 44 29.6524
10 44 25.3725
-14 46 23.3494
-10 46 27.827
-8 46 29.7691
-6 46 29.7385
-4 46 30.6389
-2 46 30.5558
0 46 30.8754
4 46 30.6015
8 46 29.7715
12 46 28.1983
-14 48 26.624
-12 48 29.0795
-8 48 30.37
-6 48 31.4518
-4 48 31.2352
-2 48 32.0883
0 48 31.5485
4 48 31.2358
14 48 26.5763
-16 50 23.296929261
-14 50 27.0946191823
-12 50 29.6207900691
-10 50 31.2033677978
-8 50 32.1198281101
-6 50 32.5971966126
-4 50 32.8120487773
-2 50 32.8905099412
0 50 32.9082553068
2 50 32.8905099412
4 50 32.8120487773
6 50 32.5971966126
8 50 32.1198281101
10 50 31.2033677978
12 50 29.6207900691
14 50 27.0946191823
16 50 23.296929261
-16 52 26.3984275034
-14 52 29.1787402272
-12 52 31.1169272375
-10 52 32.4150245416
-8 52 33.243985684
-6 52 33.7436817468
-4 52 34.0229013493
-2 52 34.1593506481
0 52 34.1996533373
2 52 34.1593506481
4 52 34.0229013493
6 52 33.7436817468
8 52 33.243985684
10 52 32.4150245416
12 52 31.1169272375
14 52 29.1787402272
16 52 26.3984275034
-18 54 29.0040197224
-16 54 30.1492249542
-14 54 31.2540921428
-12 54 32.283224294
-10 54 33.2059440132
-8 54 33.9962935046
-6 54 34.633034572
-4 54 35.0996486182
-2 54 35.384336645
0 54 35.4800192539
2 54 35.384336645
4 54 35.0996486182
6 54 34.633034572
8 54 33.9962935046
10 54 33.2059440132
12 54 32.283224294
14 54 31.2540921428
16 54 30.1492249542
18 54 29.0040197224
-18 56 26.3338570304
-16 56 29.8759776891
-14 56 32.3628010237
-12 56 34.0337935017
-10 56 35.0964927282
-8 56 35.726507446
-6 56 36.0675175356
-4 56 36.2312740153
-2 56 36.2975990407
0 56 36.3143859055
2 56 36.2975990407
4 56 36.2312740153
6 56 36.0675175356
8 56 35.726507446
10 56 35.0964927282
12 56 34.0337935017
14 56 32.3628010237
16 56 29.8759776891
18 56 26.3338570304
-18 58 29.4050345394
-16 58 32.0432881463
-14 58 33.9525336063
-12 58 35.289755433
-10 58 36.1910068716
-8 58 36.7714098986
-6 58 37.1251552223
-4 58 37.3255022823
-2 58 37.4247792498
0 58 37.4543830276
2 58 37.4247792498
4 58 37.3255022823
6 58 37.1251552223
8 58 36.7714098986
10 58 36.1910068716
12 58 35.289755433
14 58 33.9525336063
16 58 32.0432881463
18 58 29.4050345394
-20 60 31.5499219583
-18 60 32.8480926488
-16 60 34.0486738641
-14 60 35.1386455806
-12 60 36.106519542
-10 60 36.9423392594
-8 60 37.6376800118
-6 60 38.1856488453
-4 60 38.5808845737
-2 60 38.8195577783
0 60 38.8993708077
2 60 38.8195577783
4 60 38.5808845737
6 60 38.1856488453
8 60 37.6376800118
10 60 36.9423392594
12 60 36.106519542
14 60 35.1386455806
16 60 34.0486738641
18 60 32.8480926488
20 60 31.5499219583
-20 62 29.176767373
-18 62 32.4719652967
-16 62 34.9043566782
-14 62 36.6459227185
-12 62 37.8484115361
-10 62 38.6433381669
-8 62 39.1419845646
