0	3.58392
6	7.27784
12	13.066
18	16.4743
22	14.907
24	16.7299
26	1.09861
28	3.51155
30	7.28345
32	6.54391
34	9.11817
36	11.5366
38	12.3134
40	30.0464
42	30.0055
44	32.0745
46	34.1052
48	36.1409
50	36.9404
52	38.842
54	39.4592
56	40.3594
58	41.6689
60	43.1696
62	43.7856
64	44.812
66	46.5808
68	47.5175
70	48.0366
72	49.551
74	50.6119
76	52.2752
78	53.5943
80	54.6884
82	56.0159
84	56.9486
86	58.2849
88	59.1849
90	60.0505
92	60.9346
94	61.9122
96	63.1971
98	64.0605
100	65.2186
102	66.2734
104	66.9664
106	68.0931
108	68.9355
110	70.3426
112	71.271
114	72.2336
116	73.0781
118	74.1728
120	75.0622
122	75.8649
124	77.0632
126	78.0238
128	78.8948
130	79.77
132	80.9997
134	81.7796
136	82.4133
138	83.5522
140	84.5906
142	85.528
144	86.5442
146	87.8151
148	88.3908
150	89.6257
152	90.6647
154	91.2543
156	92.0056
158	93.1329
160	94.273
162	95.224
164	96.2924
166	97.3251
168	98.296
170	99.1934
172	100.092
174	101.035
176	101.937
178	102.879
180	104.012
182	104.912
184	105.91
186	106.685
188	107.743
190	108.488
192	109.394
194	110.305
196	111.321
198	112.234
200	113.195
202	114.065
204	115.056
206	115.88
208	116.737
210	117.661
212	118.524
214	119.293
216	120.224
218	121.03
220	121.897
222	122.708
224	123.59
226	124.6
228	125.505
230	126.183
232	126.945
234	127.781
236	128.473
238	129.409
240	130.224
242	131.067
244	131.957
246	132.811
248	133.76
250	134.575
252	135.345
254	136.078
256	136.805
258	137.531
260	138.338
262	138.974
264	139.674
266	140.167
268	140.875
270	141.509
272	142.054
274	142.597
276	143.211
278	143.699
280	144.211
282	144.83
284	145.323
286	145.91
288	146.342
290	146.787
292	147.218
294	147.593
296	147.9
298	148.237
300	148.566
302	148.854
304	149.132
306	149.355
308	149.566
310	149.694
312	149.77
314	149.942
316	150.039
318	150.135
320	150.111
322	150.165
324	150.119
326	150.048
328	149.996
330	149.971
332	149.933
334	149.771
336	149.746
338	149.515
340	149.349
342	149.123
344	148.85
346	148.537
348	148.309
350	148.018
352	147.723
354	147.393
356	147.063
358	146.611
360	146.161
362	145.738
364	145.175
366	144.661
368	144.157
370	143.682
372	143.147
374	142.635
376	142.06
378	141.499
380	140.886
382	140.223
384	139.558
386	138.949
388	138.237
390	137.463
392	136.708
394	135.959
396	135.269
398	134.483
400	133.691
402	132.843
404	132.028
406	131.187
408	130.289
410	129.472
412	128.552
414	127.734
416	126.821
418	125.974
420	125.126
422	124.29
424	123.404
426	122.498
428	121.632
430	120.639
432	119.782
434	118.959
436	118.078
438	117.256
440	116.399
442	115.512
444	114.613
446	113.588
448	112.749
450	111.821
452	110.961
454	110.142
456	109.222
458	108.236
460	107.275
462	106.397
464	105.449
466	104.57
468	103.625
470	102.733
472	101.829
474	100.939
476	100.025
478	99.0967
480	98.1386
482	97.2265
484	96.2553
486	95.3635
488	94.4417
490	93.5373
492	92.5367
494	91.6553
496	90.7543
498	89.7253
500	88.7852
502	87.8745
504	86.8767
506	85.9755
508	85.0391
510	84.1443
512	83.0825
514	82.184
516	81.2063
518	80.2861
520	79.2925
522	78.3475
524	77.3411
526	76.3346
528	75.3193
530	74.4405
532	73.4116
534	72.3813
536	71.3864
538	70.5509
540	69.3525
542	68.3158
544	66.9689
546	66.2931
548	65.4272
550	64.1573
552	63.4634
554	62.2683
556	61.496
558	60.5863
560	59.8548
562	58.2676
564	57.1857
566	56.0731
568	54.3698
570	54.0777
572	52.2715
574	51.2963
576	50.5208
578	49.2333
580	48.6127
582	47.3914
584	45.9695
586	45.0346
588	43.9763
590	42.9202
592	41.8141
594	40.7876
596	39.5324
598	38.1604
600	37.4787
602	35.9239
604	34.1517
606	33.6282
608	32.0113
610	30.5179
612	29.7682
614	29.0314
616	26.3823
618	26.1696
620	24.9021
622	22.574
624	21.7148
626	20.3058
628	16.6272
630	18.3976
632	16.1415
634	12.6694
636	14.1302
638	10.6296
642	9.56715
648	4.74342
