0 0 0.677998
0 2 -24.9838432088
0 4 -22.864356719
-2 6 5.32718
0 6 -20.7588934068
2 6 -21.0561935097
-2 8 -19.1378100719
0 8 -18.6674532723
2 8 -18.9593344663
-2 10 -17.0541291093
0 10 -16.5900363156
2 10 -16.8765348053
-4 12 9.32904
-2 12 -14.9845079301
0 12 -14.5266425365
2 12 -14.8077945265
4 12 -15.8949534525
-4 14 -14.7791350879
-2 14 8.07241
0 14 -12.4772719352
2 14 8.06316
4 14 -13.8268529945
-4 16 -12.7138499256
-2 16 -10.8874449213
0 16 7.15014
2 16 -10.712492116
4 16 -11.7728870237
-6 18 12.8895
-4 18 8.36415
-2 18 -8.86000309186
0 18 10.1872
2 18 -8.68592998416
4 18 8.3583
6 18 -10.3602602484
-6 20 -12.8893361714
-4 20 12.7189
-2 20 9.22783
0 20 -6.41329919748
2 20 9.23561
4 20 12.7044
6 20 -8.32767172821
-6 22 -10.8089221209
-4 22 15.7053
-2 22 -4.84729878276
0 22 14.3049
2 22 12.3175
4 22 -5.69579603496
6 22 8.09223
-8 24 16.1844
-6 24 -8.7430414999
-4 24 -4.59466484732
-2 24 15.3902
0 24 -2.44076659423
2 24 -2.6905998826
4 24 -3.69836801324
6 24 -4.30500091982
8 24 -7.23312469023
-8 26 -8.64989028036
-6 26 -6.69169430838
-4 26 -2.60035747044
-2 26 -0.890833606746
0 26 15.0732
2 26 -0.720275280043
4 26 14.0345
6 26 -2.31491863158
8 26 7.15812
-8 28 -6.58673397228
-6 28 -4.65488054634
-4 28 -0.620245650636
-2 28 1.06630930635
0 28 1.47567329818
2 28 1.2359899402
4 28 16.8537
6 28 -0.339005087308
8 28 12.6984
-10 30 -4.72728593552
-8 30 -4.53826945782
-6 30 -2.63260021379
-4 30 1.34567061209
-2 30 3.00939243617
0 30 3.41285847782
2 30 3.17819577814
4 30 2.20910912833
6 30 20.6032
8 30 -1.18709969005
10 30 -3.37083092499
-10 32 -2.69381808617
-8 32 -2.50449673699
-6 32 -0.624853310715
-4 32 3.29739131774
-2 32 19.5817
0 32 5.33602047974
2 32 19.7904
4 32 4.14999920099
6 32 18.1632
8 32 0.799430201581
10 32 11.7709
-10 34 -0.675030906479
-8 34 -0.485415809781
-6 34 1.36836016287
-4 34 23.647
-2 34 22.2475
0 34 7.24515930395
2 34 22.2239
4 34 6.07675478639
6 34 20.8586
8 34 2.77155420566
10 34 0.644129381485
-12 36 0.431894536739
-10 36 1.32907560354
